DBN,School Name,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Other,% Other,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty
20K223,J.H.S. 223 The Montauk,2014-15,954,0,0,0,0,0,0,0,331,331,292,0,0,0,0,454,47.6%,500,52.4%,564,59.1%,51,5.3%,257,26.9%,3,0.3%,79,8.3%,133,13.9%,352,36.9%,905,94.9%
20K227,J.H.S. 227 Edward B. Shallow,2010-11,1349,0,0,0,0,0,0,0,426,421,502,0,0,0,0,668,49.5%,681,50.5%,777,57.6%,16,1.2%,343,25.4%,1,0.1%,212,15.7%,210,15.6%,478,35.4%,1246,92.4%
20K227,J.H.S. 227 Edward B. Shallow,2011-12,1358,0,0,0,0,0,0,0,468,435,455,0,0,0,0,646,47.6%,712,52.4%,780,57.4%,11,0.8%,357,26.3%,1,0.1%,209,15.4%,217,16.0%,465,34.2%,1222,90.0%
20K227,J.H.S. 227 Edward B. Shallow,2012-13,1323,0,0,0,0,0,0,0,394,489,440,0,0,0,0,606,45.8%,717,54.2%,759,57.4%,8,0.6%,352,26.6%,1,0.1%,203,15.3%,203,15.3%,416,31.4%,1221,92.3%
20K227,J.H.S. 227 Edward B. Shallow,2013-14,1314,0,0,0,0,0,0,0,382,424,508,0,0,0,0,615,46.8%,699,53.2%,763,58.1%,8,0.6%,344,26.2%,2,0.2%,197,15.0%,187,14.2%,396,30.1%,1208,91.9%
20K227,J.H.S. 227 Edward B. Shallow,2014-15,1271,0,0,0,0,0,0,0,402,420,449,0,0,0,0,610,48.0%,661,52.0%,746,58.7%,6,0.5%,306,24.1%,1,0.1%,212,16.7%,181,14.2%,370,29.1%,1091,85.8%
20K229,P.S. 229 Dyker,2010-11,897,36,125,133,142,115,112,110,96,28,0,0,0,0,0,413,46.0%,484,54.0%,394,43.9%,8,0.9%,91,10.1%,3,0.3%,401,44.7%,111,12.4%,101,11.3%,897,100.0%
20K229,P.S. 229 Dyker,2011-12,1054,36,138,129,143,137,121,120,105,95,30,0,0,0,0,495,47.0%,559,53.0%,466,44.2%,8,0.8%,119,11.3%,7,0.7%,454,43.1%,138,13.1%,86,8.2%,1054,100.0%
20K229,P.S. 229 Dyker,2012-13,1125,35,122,147,120,147,141,123,93,105,92,0,0,0,0,533,47.4%,592,52.6%,547,48.6%,7,0.6%,127,11.3%,7,0.6%,437,38.8%,143,12.7%,87,7.7%,603,53.6%
20K229,P.S. 229 Dyker,2013-14,1149,31,139,131,150,123,153,138,89,95,100,0,0,0,0,564,49.1%,585,50.9%,586,51.0%,7,0.6%,132,11.5%,13,1.1%,411,35.8%,149,13.0%,103,9.0%,629,54.7%
20K229,P.S. 229 Dyker,2014-15,1174,33,130,144,138,154,130,161,98,90,96,0,0,0,0,574,48.9%,600,51.1%,620,52.8%,10,0.9%,129,11.0%,13,1.1%,402,34.2%,156,13.3%,114,9.7%,652,55.5%
20K247,P.S. 247 Brooklyn,2010-11,735,72,120,124,114,108,97,100,0,0,0,0,0,0,0,400,54.4%,335,45.6%,332,45.2%,5,0.7%,93,12.7%,0,0.0%,305,41.5%,83,11.3%,166,22.6%,735,100.0%
20K247,P.S. 247 Brooklyn,2011-12,761,68,117,127,127,115,106,101,0,0,0,0,0,0,0,419,55.1%,342,44.9%,362,47.6%,8,1.1%,94,12.4%,0,0.0%,297,39.0%,94,12.4%,169,22.2%,761,100.0%
20K247,P.S. 247 Brooklyn,2012-13,750,36,119,123,123,122,117,110,0,0,0,0,0,0,0,413,55.1%,337,44.9%,350,46.7%,7,0.9%,105,14.0%,0,0.0%,288,38.4%,101,13.5%,176,23.5%,750,100.0%
20K247,P.S. 247 Brooklyn,2013-14,796,36,131,124,134,125,126,120,0,0,0,0,0,0,0,423,53.1%,373,46.9%,373,46.9%,6,0.8%,110,13.8%,6,0.8%,301,37.8%,129,16.2%,168,21.1%,796,100.0%
20K247,P.S. 247 Brooklyn,2014-15,822,36,126,138,127,126,139,130,0,0,0,0,0,0,0,419,51.0%,403,49.0%,401,48.8%,5,0.6%,105,12.8%,3,0.4%,308,37.5%,130,15.8%,180,21.9%,822,100.0%
20K259,J.H.S. 259 William Mckinley,2010-11,1419,0,0,0,0,0,0,0,474,473,472,0,0,0,0,649,45.7%,770,54.3%,645,45.5%,26,1.8%,409,28.8%,1,0.1%,338,23.8%,153,10.8%,317,22.3%,1273,89.7%
20K259,J.H.S. 259 William Mckinley,2011-12,1469,0,0,0,0,0,0,0,504,470,495,0,0,0,0,680,46.3%,789,53.7%,642,43.7%,29,2.0%,400,27.2%,1,0.1%,397,27.0%,171,11.6%,318,21.6%,1269,86.4%
20K259,J.H.S. 259 William Mckinley,2012-13,1437,0,0,0,0,0,0,0,441,518,478,0,0,0,0,667,46.4%,770,53.6%,581,40.4%,22,1.5%,403,28.0%,2,0.1%,429,29.9%,177,12.3%,266,18.5%,1195,83.2%
20K259,J.H.S. 259 William Mckinley,2013-14,1427,0,0,0,0,0,0,0,450,443,534,0,0,0,0,672,47.1%,755,52.9%,566,39.7%,24,1.7%,383,26.8%,3,0.2%,451,31.6%,170,11.9%,215,15.1%,1155,80.9%
20K259,J.H.S. 259 William Mckinley,2014-15,1475,0,0,0,0,0,0,0,547,480,448,0,0,0,0,687,46.6%,788,53.4%,626,42.4%,16,1.1%,364,24.7%,5,0.3%,464,31.5%,159,10.8%,185,12.5%,1165,79.0%
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,2010-11,74,0,74,0,0,0,0,0,0,0,0,0,0,0,0,35,47.3%,39,52.7%,15,20.3%,4,5.4%,24,32.4%,1,1.4%,30,40.5%,10,13.5%,19,25.7%,74,100.0%
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,2011-12,139,0,76,63,0,0,0,0,0,0,0,0,0,0,0,65,46.8%,74,53.2%,24,17.3%,4,2.9%,47,33.8%,1,0.7%,63,45.3%,26,18.7%,37,26.6%,139,100.0%
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,2012-13,273,36,97,82,58,0,0,0,0,0,0,0,0,0,0,138,50.5%,135,49.5%,52,19.0%,5,1.8%,83,30.4%,3,1.1%,130,47.6%,41,15.0%,58,21.2%,188,68.9%
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,2013-14,362,36,95,93,82,56,0,0,0,0,0,0,0,0,0,181,50.0%,181,50.0%,51,14.1%,9,2.5%,126,34.8%,10,2.8%,166,45.9%,70,19.3%,58,16.0%,244,67.4%
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,2014-15,464,36,100,103,88,82,55,0,0,0,0,0,0,0,0,225,48.5%,239,51.5%,62,13.4%,15,3.2%,158,34.1%,7,1.5%,222,47.8%,79,17.0%,68,14.7%,304,65.5%
20K310,P.S. 310,2010-11,128,35,69,24,0,0,0,0,0,0,0,0,0,0,0,52,40.6%,76,59.4%,87,68.0%,2,1.6%,30,23.4%,0,0.0%,9,7.0%,11,8.6%,62,48.4%,117,91.4%
20K310,P.S. 310,2011-12,170,17,69,64,20,0,0,0,0,0,0,0,0,0,0,69,40.6%,101,59.4%,128,75.3%,1,0.6%,26,15.3%,1,0.6%,14,8.2%,26,15.3%,99,58.2%,163,95.9%
20K310,P.S. 310,2012-13,296,18,103,86,71,18,0,0,0,0,0,0,0,0,0,124,41.9%,172,58.1%,237,80.1%,1,0.3%,34,11.5%,1,0.3%,23,7.8%,37,12.5%,187,63.2%,282,95.3%
20K310,P.S. 310,2013-14,389,18,75,124,80,68,24,0,0,0,0,0,0,0,0,173,44.5%,216,55.5%,324,83.3%,2,0.5%,36,9.3%,2,0.5%,25,6.4%,43,11.1%,263,67.6%,378,97.2%
20K310,The School For Future Leaders,2014-15,422,0,51,93,105,79,66,28,0,0,0,0,0,0,0,201,47.6%,221,52.4%,353,83.6%,3,0.7%,36,8.5%,0,0.0%,30,7.1%,45,10.7%,293,69.4%,405,96.0%
20K445,New Utrecht High School,2010-11,3218,0,0,0,0,0,0,0,0,0,0,1105,860,687,566,1296,40.3%,1922,59.7%,1105,34.3%,194,6.0%,926,28.8%,3,0.1%,990,30.8%,513,15.9%,855,26.6%,2026,63.0%
20K445,New Utrecht High School,2011-12,3276,0,0,0,0,0,0,0,0,0,0,1106,889,636,645,1333,40.7%,1943,59.3%,1176,35.9%,181,5.5%,916,28.0%,3,0.1%,1000,30.5%,547,16.7%,814,24.8%,2123,64.8%
20K445,New Utrecht High School,2012-13,3289,0,0,0,0,0,0,0,0,0,0,1027,898,688,676,1374,41.8%,1915,58.2%,1241,37.7%,147,4.5%,919,27.9%,13,0.4%,969,29.5%,561,17.1%,814,24.7%,2328,70.8%
20K445,New Utrecht High School,2013-14,3362,0,0,0,0,0,0,0,0,0,0,1163,801,689,709,1395,41.5%,1967,58.5%,1280,38.1%,145,4.3%,967,28.8%,24,0.7%,946,28.1%,566,16.8%,714,21.2%,2566,76.3%
20K445,New Utrecht High School,2014-15,3480,0,0,0,0,0,0,0,0,0,0,1176,948,631,725,1452,41.7%,2028,58.3%,1342,38.6%,136,3.9%,1011,29.1%,27,0.8%,964,27.7%,585,16.8%,707,20.3%,2611,75.0%
20K485,High School of  Telecommunication Arts and Technol,2010-11,1297,0,0,0,0,0,0,0,0,0,0,418,382,254,243,600,46.3%,697,53.7%,239,18.4%,133,10.3%,712,54.9%,7,0.5%,206,15.9%,246,19.0%,76,5.9%,1297,100.0%
20K485,High School of  Telecommunication Arts and Technol,2011-12,1280,0,0,0,0,0,0,0,0,0,0,414,412,229,225,595,46.5%,685,53.5%,246,19.2%,121,9.5%,692,54.1%,6,0.5%,215,16.8%,262,20.5%,64,5.0%,1280,100.0%
20K485,High School of  Telecommunication Arts and Technol,2012-13,1292,0,0,0,0,0,0,0,0,0,0,685,349,53,205,588,45.5%,704,54.5%,240,18.6%,110,8.5%,702,54.3%,10,0.8%,230,17.8%,291,22.5%,71,5.5%,1043,80.7%
20K485,High School of  Telecommunication Arts and Technol,2013-14,1313,0,0,0,0,0,0,0,0,0,0,362,346,373,232,602,45.8%,711,54.2%,227,17.3%,114,8.7%,741,56.4%,11,0.8%,220,16.8%,316,24.1%,85,6.5%,1068,81.3%
20K485,High School of  Telecommunication Arts and Technol,2014-15,1329,0,0,0,0,0,0,0,0,0,0,373,380,275,301,606,45.6%,723,54.4%,237,17.8%,100,7.5%,756,56.9%,18,1.4%,218,16.4%,299,22.5%,90,6.8%,1037,78.0%
20K490,Fort Hamilton High School,2010-11,4353,0,0,0,0,0,0,0,0,0,0,1311,1572,732,738,1972,45.3%,2381,54.7%,1288,29.6%,219,5.0%,1320,30.3%,27,0.6%,1499,34.4%,557,12.8%,979,22.5%,2252,51.7%
20K490,Fort Hamilton High School,2011-12,4275,0,0,0,0,0,0,0,0,0,0,1243,1462,849,721,1993,46.6%,2282,53.4%,1297,30.3%,214,5.0%,1292,30.2%,8,0.2%,1464,34.2%,567,13.3%,946,22.1%,2673,62.5%
20K490,Fort Hamilton High School,2012-13,4419,0,0,0,0,0,0,0,0,0,0,1287,1426,835,871,2040,46.2%,2379,53.8%,1387,31.4%,241,5.5%,1249,28.3%,49,1.1%,1493,33.8%,600,13.6%,953,21.6%,2669,60.4%
20K490,Fort Hamilton High School,2013-14,4317,0,0,0,0,0,0,0,0,0,0,1350,1387,791,789,1969,45.6%,2348,54.4%,1340,31.0%,224,5.2%,1239,28.7%,64,1.5%,1450,33.6%,620,14.4%,855,19.8%,2716,62.9%
20K490,Fort Hamilton High School,2014-15,4372,0,0,0,0,0,0,0,0,0,0,1338,1401,866,767,2023,46.3%,2349,53.7%,1311,30.0%,198,4.5%,1279,29.3%,89,2.0%,1495,34.2%,645,14.8%,815,18.6%,2980,68.2%
20K503,PS 503: The School of Discovery,2010-11,891,18,158,151,138,154,135,137,0,0,0,0,0,0,0,427,47.9%,464,52.1%,177,19.9%,8,0.9%,682,76.5%,0,0.0%,24,2.7%,151,16.9%,463,52.0%,859,96.4%
20K503,PS 503: The School of Discovery,2011-12,944,18,181,158,158,141,147,141,0,0,0,0,0,0,0,447,47.4%,497,52.6%,165,17.5%,9,1.0%,738,78.2%,3,0.3%,29,3.1%,178,18.9%,513,54.3%,909,96.3%
20K503,PS 503: The School of Discovery,2012-13,987,0,211,178,151,161,137,149,0,0,0,0,0,0,0,463,46.9%,524,53.1%,182,18.4%,10,1.0%,759,76.9%,5,0.5%,31,3.1%,193,19.6%,573,58.1%,948,96.0%
20K503,PS 503: The School of Discovery,2013-14,1029,0,172,217,174,164,161,141,0,0,0,0,0,0,0,472,45.9%,557,54.1%,176,17.1%,9,0.9%,805,78.2%,4,0.4%,35,3.4%,215,20.9%,545,53.0%,990,96.2%
20K503,PS 503: The School of Discovery,2014-15,1083,0,193,176,207,179,164,164,0,0,0,0,0,0,0,510,47.1%,573,52.9%,194,17.9%,11,1.0%,837,77.3%,4,0.4%,37,3.4%,227,21.0%,590,54.5%,1045,96.5%
20K505,Franklin Delano Roosevelt High School,2010-11,3412,0,0,0,0,0,0,0,0,0,0,981,1229,567,635,1424,41.7%,1988,58.3%,1417,41.5%,295,8.6%,1070,31.4%,21,0.6%,609,17.8%,416,12.2%,1429,41.9%,2750,80.6%
20K505,Franklin Delano Roosevelt High School,2011-12,3108,0,0,0,0,0,0,0,0,0,0,819,1063,596,630,1292,41.6%,1816,58.4%,1373,44.2%,292,9.4%,848,27.3%,17,0.5%,578,18.6%,355,11.4%,1233,39.7%,2450,78.8%
20K505,Franklin Delano Roosevelt High School,2012-13,3103,0,0,0,0,0,0,0,0,0,0,840,1039,596,628,1330,42.9%,1773,57.1%,1342,43.2%,280,9.0%,855,27.6%,19,0.6%,607,19.6%,390,12.6%,1186,38.2%,2456,79.1%
20K505,Franklin Delano Roosevelt High School,2013-14,3130,0,0,0,0,0,0,0,0,0,0,903,1005,581,641,1346,43.0%,1784,57.0%,1286,41.1%,347,11.1%,881,28.1%,19,0.6%,597,19.1%,418,13.4%,1132,36.2%,2547,81.4%
20K505,Franklin Delano Roosevelt High School,2014-15,3220,0,0,0,0,0,0,0,0,0,0,945,1056,539,680,1386,43.0%,1834,57.0%,1292,40.1%,371,11.5%,945,29.3%,14,0.4%,598,18.6%,444,13.8%,1183,36.7%,2548,79.1%
20K506,P.S. 506: The School of Journalism & Technology,2010-11,779,36,129,137,126,134,113,104,0,0,0,0,0,0,0,367,47.1%,412,52.9%,152,19.5%,8,1.0%,587,75.4%,2,0.3%,30,3.9%,98,12.6%,211,27.1%,726,93.2%
20K506,P.S. 506: The School of Journalism & Technology,2011-12,813,35,149,137,134,116,125,117,0,0,0,0,0,0,0,389,47.8%,424,52.2%,179,22.0%,7,0.9%,593,72.9%,4,0.5%,30,3.7%,115,14.1%,221,27.2%,766,94.2%
20K506,P.S. 506: The School of Journalism & Technology,2012-13,821,36,138,154,135,125,107,126,0,0,0,0,0,0,0,399,48.6%,422,51.4%,199,24.2%,9,1.1%,585,71.3%,3,0.4%,25,3.0%,119,14.5%,219,26.7%,778,94.8%
20K506,P.S. 506: The School of Journalism & Technology,2013-14,807,36,134,134,146,129,125,103,0,0,0,0,0,0,0,381,47.2%,426,52.8%,219,27.1%,8,1.0%,549,68.0%,5,0.6%,26,3.2%,125,15.5%,185,22.9%,774,95.9%
20K506,P.S. 506: The School of Journalism & Technology,2014-15,859,36,160,129,133,147,128,126,0,0,0,0,0,0,0,410,47.7%,449,52.3%,253,29.5%,8,0.9%,564,65.7%,1,0.1%,33,3.8%,126,14.7%,235,27.4%,826,96.2%
20K609,Urban Assembly School for Criminal Justice,2010-11,295,0,0,0,0,0,0,0,73,71,64,87,0,0,0,295,100.0%,0,0.0%,99,33.6%,102,34.6%,65,22.0%,1,0.3%,28,9.5%,52,17.6%,37,12.5%,268,90.8%
20K609,Urban Assembly School for Criminal Justice,2011-12,374,0,0,0,0,0,0,0,63,74,73,89,75,0,0,374,100.0%,0,0.0%,131,35.0%,126,33.7%,82,21.9%,1,0.3%,34,9.1%,68,18.2%,58,15.5%,338,90.4%
20K609,Urban Assembly School for Criminal Justice,2012-13,429,0,0,0,0,0,0,0,57,70,72,97,63,70,0,429,100.0%,0,0.0%,155,36.1%,136,31.7%,93,21.7%,1,0.2%,44,10.3%,78,18.2%,59,13.8%,390,90.9%
20K609,Urban Assembly School for Criminal Justice,2013-14,485,0,0,0,0,0,0,0,64,49,71,101,75,60,65,485,100.0%,0,0.0%,199,41.0%,136,28.0%,98,20.2%,4,0.8%,48,9.9%,70,14.4%,52,10.7%,442,91.1%
20K609,Urban Assembly School for Criminal Justice,2014-15,496,0,0,0,0,0,0,0,73,57,52,97,87,65,65,496,100.0%,0,0.0%,223,45.0%,116,23.4%,97,19.6%,2,0.4%,58,11.7%,69,13.9%,54,10.9%,455,91.7%
20K682,THE ACADEMY OF TALENTED SCHOLARS,2010-11,194,0,64,69,61,0,0,0,0,0,0,0,0,0,0,84,43.3%,110,56.7%,45,23.2%,5,2.6%,21,10.8%,1,0.5%,122,62.9%,25,12.9%,41,21.1%,102,52.6%
20K682,THE ACADEMY OF TALENTED SCHOLARS,2011-12,234,0,48,64,66,56,0,0,0,0,0,0,0,0,0,109,46.6%,125,53.4%,47,20.1%,6,2.6%,24,10.3%,1,0.4%,156,66.7%,33,14.1%,34,14.5%,112,47.9%
20K682,THE ACADEMY OF TALENTED SCHOLARS,2012-13,294,0,47,56,69,68,54,0,0,0,0,0,0,0,0,145,49.3%,149,50.7%,56,19.0%,12,4.1%,32,10.9%,2,0.7%,192,65.3%,46,15.6%,31,10.5%,128,43.5%
20K682,The Academy of Talented Scholars,2013-14,344,0,54,55,52,64,68,51,0,0,0,0,0,0,0,164,47.7%,180,52.3%,59,17.2%,15,4.4%,43,12.5%,13,3.8%,214,62.2%,67,19.5%,30,8.7%,154,44.8%
20K682,The Academy of Talented Scholars,2014-15,356,0,55,57,57,54,66,67,0,0,0,0,0,0,0,174,48.9%,182,51.1%,66,18.5%,16,4.5%,48,13.5%,5,1.4%,221,62.1%,77,21.6%,21,5.9%,157,44.1%
20K686,BROOKLYN SCHOOL OF INQUIRY,2010-11,196,0,56,84,56,0,0,0,0,0,0,0,0,0,0,104,53.1%,92,46.9%,21,10.7%,16,8.2%,8,4.1%,0,0.0%,151,77.0%,7,3.6%,8,4.1%,43,21.9%
20K686,BROOKLYN SCHOOL OF INQUIRY,2011-12,255,0,57,58,84,56,0,0,0,0,0,0,0,0,0,138,54.1%,117,45.9%,30,11.8%,20,7.8%,11,4.3%,0,0.0%,194,76.1%,11,4.3%,13,5.1%,52,20.4%
20K686,BROOKLYN SCHOOL OF INQUIRY,2012-13,315,0,56,61,58,84,56,0,0,0,0,0,0,0,0,167,53.0%,148,47.0%,42,13.3%,19,6.0%,16,5.1%,1,0.3%,237,75.2%,22,7.0%,16,5.1%,63,20.0%
20K686,Brooklyn School of Inquiry,2013-14,378,0,54,60,63,61,84,56,0,0,0,0,0,0,0,199,52.6%,179,47.4%,63,16.7%,20,5.3%,18,4.8%,1,0.3%,276,73.0%,31,8.2%,19,5.0%,75,19.8%
20K686,Brooklyn School of Inquiry,2014-15,441,0,50,60,60,64,60,83,64,0,0,0,0,0,0,229,51.9%,212,48.1%,70,15.9%,22,5.0%,19,4.3%,5,1.1%,325,73.7%,30,6.8%,24,5.4%,85,19.3%
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,2010-11,131,36,52,43,0,0,0,0,0,0,0,0,0,0,0,60,45.8%,71,54.2%,66,50.4%,1,0.8%,12,9.2%,0,0.0%,52,39.7%,14,10.7%,7,5.3%,85,64.9%
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,2011-12,246,36,86,74,50,0,0,0,0,0,0,0,0,0,0,123,50.0%,123,50.0%,107,43.5%,1,0.4%,35,14.2%,4,1.6%,99,40.2%,26,10.6%,14,5.7%,133,54.1%
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,2012-13,360,36,102,88,78,56,0,0,0,0,0,0,0,0,0,172,47.8%,188,52.2%,143,39.7%,4,1.1%,56,15.6%,8,2.2%,149,41.4%,37,10.3%,23,6.4%,192,53.3%
20K748,P.S. 748 Brooklyn School for Global Scholars,2013-14,496,36,119,106,89,95,51,0,0,0,0,0,0,0,0,232,46.8%,264,53.2%,195,39.3%,2,0.4%,92,18.5%,14,2.8%,193,38.9%,50,10.1%,48,9.7%,290,58.5%
20K748,P.S. 748 Brooklyn School for Global Scholars,2014-15,577,36,91,113,108,91,89,49,0,0,0,0,0,0,0,280,48.5%,297,51.5%,224,38.8%,2,0.3%,113,19.6%,10,1.7%,228,39.5%,60,10.4%,91,15.8%,364,63.1%
20K971,P.S. 971,2010-11,128,36,92,0,0,0,0,0,0,0,0,0,0,0,0,53,41.4%,75,58.6%,69,53.9%,0,0.0%,43,33.6%,1,0.8%,15,11.7%,17,13.3%,63,49.2%,103,80.5%
20K971,P.S. 971,2011-12,160,18,75,67,0,0,0,0,0,0,0,0,0,0,0,69,43.1%,91,56.9%,93,58.1%,1,0.6%,57,35.6%,0,0.0%,9,5.6%,23,14.4%,96,60.0%,151,94.4%
20K971,P.S. 971,2012-13,218,18,71,70,59,0,0,0,0,0,0,0,0,0,0,101,46.3%,117,53.7%,121,55.5%,2,0.9%,86,39.4%,0,0.0%,9,4.1%,29,13.3%,121,55.5%,205,94.0%
20K971,"School of Math, Science, and Healthy Living",2013-14,288,17,75,74,67,55,0,0,0,0,0,0,0,0,0,146,50.7%,142,49.3%,158,54.9%,5,1.7%,111,38.5%,2,0.7%,12,4.2%,36,12.5%,147,51.0%,265,92.0%
20K971,"School of Math, Science, and Healthy Living",2014-15,336,18,49,72,77,67,53,0,0,0,0,0,0,0,0,175,52.1%,161,47.9%,177,52.7%,6,1.8%,136,40.5%,1,0.3%,16,4.8%,42,12.5%,139,41.4%,311,92.6%
21K090,P.S. 90 Edna Cohen School,2010-11,544,54,104,92,72,67,85,70,0,0,0,0,0,0,0,308,56.6%,236,43.4%,44,8.1%,89,16.4%,304,55.9%,3,0.6%,104,19.1%,113,20.8%,114,21.0%,544,100.0%
21K090,P.S. 90 Edna Cohen School,2011-12,594,54,113,104,92,79,67,85,0,0,0,0,0,0,0,323,54.4%,271,45.6%,43,7.2%,89,15.0%,348,58.6%,3,0.5%,111,18.7%,100,16.8%,107,18.0%,594,100.0%
21K090,P.S. 90 Edna Cohen School,2012-13,617,54,114,106,102,98,75,68,0,0,0,0,0,0,0,337,54.6%,280,45.4%,57,9.2%,86,13.9%,351,56.9%,7,1.1%,116,18.8%,94,15.2%,110,17.8%,617,100.0%
21K090,P.S. 90 Edna Cohen School,2013-14,620,54,104,108,96,91,96,71,0,0,0,0,0,0,0,327,52.7%,293,47.3%,64,10.3%,86,13.9%,359,57.9%,8,1.3%,103,16.6%,76,12.3%,96,15.5%,620,100.0%
21K090,P.S. 90 Edna Cohen School,2014-15,666,86,97,114,99,91,92,87,0,0,0,0,0,0,0,343,51.5%,323,48.5%,79,11.9%,90,13.5%,380,57.1%,9,1.4%,108,16.2%,91,13.7%,90,13.5%,666,100.0%
21K095,P.S. 095 The Gravesend,2010-11,974,54,111,135,142,120,119,116,67,58,52,0,0,0,0,472,48.5%,502,51.5%,257,26.4%,90,9.2%,346,35.5%,4,0.4%,277,28.4%,177,18.2%,192,19.7%,974,100.0%
21K095,P.S. 095 The Gravesend,2011-12,962,53,120,117,132,132,117,111,62,60,58,0,0,0,0,474,49.3%,488,50.7%,205,21.3%,76,7.9%,310,32.2%,43,4.5%,328,34.1%,172,17.9%,185,19.2%,962,100.0%
21K095,P.S. 095 The Gravesend,2012-13,957,54,123,132,115,129,127,109,52,62,54,0,0,0,0,466,48.7%,491,51.3%,262,27.4%,85,8.9%,361,37.7%,11,1.1%,238,24.9%,175,18.3%,164,17.1%,957,100.0%
21K095,P.S. 095 The Gravesend,2013-14,964,53,121,133,132,117,121,121,55,52,59,0,0,0,0,466,48.3%,498,51.7%,260,27.0%,87,9.0%,372,38.6%,17,1.8%,228,23.7%,177,18.4%,131,13.6%,964,100.0%
21K095,P.S. 095 The Gravesend,2014-15,978,66,126,144,132,129,107,122,48,56,48,0,0,0,0,472,48.3%,506,51.7%,271,27.7%,85,8.7%,376,38.4%,13,1.3%,233,23.8%,159,16.3%,142,14.5%,978,100.0%
21K096,I.S. 096 Seth Low,2010-11,855,0,0,0,0,0,0,0,226,271,358,0,0,0,0,412,48.2%,443,51.8%,299,35.0%,132,15.4%,214,25.0%,0,0.0%,210,24.6%,148,17.3%,183,21.4%,855,100.0%
21K096,I.S. 096 Seth Low,2011-12,759,0,0,0,0,0,0,0,243,234,282,0,0,0,0,350,46.1%,409,53.9%,249,32.8%,100,13.2%,224,29.5%,3,0.4%,183,24.1%,141,18.6%,138,18.2%,759,100.0%
21K096,I.S. 096 Seth Low,2012-13,737,0,0,0,0,0,0,0,224,263,250,0,0,0,0,353,47.9%,384,52.1%,245,33.2%,107,14.5%,213,28.9%,5,0.7%,167,22.7%,140,19.0%,159,21.6%,737,100.0%
21K096,I.S. 096 Seth Low,2013-14,711,0,0,0,0,0,0,0,186,249,276,0,0,0,0,319,44.9%,392,55.1%,231,32.5%,84,11.8%,213,30.0%,8,1.1%,175,24.6%,152,21.4%,175,24.6%,711,100.0%
21K096,I.S. 096 Seth Low,2014-15,638,0,0,0,0,0,0,0,173,207,258,0,0,0,0,296,46.4%,342,53.6%,201,31.5%,69,10.8%,188,29.5%,6,0.9%,174,27.3%,168,26.3%,176,27.6%,638,100.0%
21K097,P.S. 97 The Highlawn,2010-11,794,54,122,127,120,105,126,140,0,0,0,0,0,0,0,411,51.8%,383,48.2%,443,55.8%,7,0.9%,138,17.4%,3,0.4%,203,25.6%,108,13.6%,186,23.4%,794,100.0%
21K097,P.S. 97 The Highlawn,2011-12,805,54,130,129,130,123,108,131,0,0,0,0,0,0,0,422,52.4%,383,47.6%,413,51.3%,7,0.9%,147,18.3%,4,0.5%,234,29.1%,140,17.4%,169,21.0%,805,100.0%
21K097,P.S. 97 The Highlawn,2012-13,813,53,126,139,124,132,126,113,0,0,0,0,0,0,0,426,52.4%,387,47.6%,399,49.1%,11,1.4%,152,18.7%,2,0.2%,249,30.6%,149,18.3%,188,23.1%,813,100.0%
21K097,P.S. 97 The Highlawn,2013-14,824,53,133,118,142,127,126,125,0,0,0,0,0,0,0,418,50.7%,406,49.3%,399,48.4%,4,0.5%,172,20.9%,3,0.4%,246,29.9%,160,19.4%,185,22.5%,824,100.0%
21K097,P.S. 97 The Highlawn,2014-15,824,54,122,124,128,143,127,126,0,0,0,0,0,0,0,408,49.5%,416,50.5%,396,48.1%,5,0.6%,171,20.8%,7,0.8%,245,29.7%,135,16.4%,188,22.8%,824,100.0%
21K098,I.S. 98 Bay Academy,2010-11,1212,0,0,0,0,0,0,0,431,401,380,0,0,0,0,647,53.4%,565,46.6%,326,26.9%,98,8.1%,116,9.6%,11,0.9%,661,54.5%,57,4.7%,22,1.8%,1212,100.0%
21K098,I.S. 98 Bay Academy,2011-12,1244,0,0,0,0,0,0,0,434,417,393,0,0,0,0,667,53.6%,577,46.4%,381,30.6%,79,6.4%,112,9.0%,10,0.8%,662,53.2%,61,4.9%,14,1.1%,751,60.4%
